target,state,operator,overlap_bsls,target_bsls_in_state,pct_of_target_in_state
Comcast (Xfinity),AL,AT&T,221019,397432,55.612
Comcast (Xfinity),AL,WOW!,104815,397432,26.373
Comcast (Xfinity),AL,Google Fiber,67311,397432,16.936
Comcast (Xfinity),AL,Mediacom,33382,397432,8.399
Comcast (Xfinity),AL,Brightspeed,27836,397432,7.004
Comcast (Xfinity),AL,Charter (Spectrum),24605,397432,6.191
Comcast (Xfinity),AL,"Telapex, Inc.",24359,397432,6.129
Comcast (Xfinity),AL,"New Hope Telephone Cooperative, Inc. (AL)",3115,397432,0.784
Comcast (Xfinity),AL,"Future Fiber FinCo, LLC",2370,397432,0.596
Comcast (Xfinity),AL,Pea River Electric Cooperative,1639,397432,0.412
Comcast (Xfinity),AL,West Kentucky Rural Telephone Cooperative Corp. Inc.,1633,397432,0.411
Comcast (Xfinity),AL,Telephone Electronics Corporation,861,397432,0.217
Comcast (Xfinity),AL,Point Broadband,569,397432,0.143
Comcast (Xfinity),AL,Cable One (Sparklight),525,397432,0.132
Comcast (Xfinity),AL,EATEL Corp.,60,397432,0.015
Comcast (Xfinity),AL,Windstream/Uniti (Kinetic),52,397432,0.013
Comcast (Xfinity),AL,TDS Telecom,37,397432,0.009
Comcast (Xfinity),AL,"Farmers Telecommunications Cooperative, Inc.",12,397432,0.003
Comcast (Xfinity),AL,"Tombigbee Electric Cooperative, Inc.",5,397432,0.001
Comcast (Xfinity),AL,"Ragland Telephone Co., Inc.",3,397432,0.001
Comcast (Xfinity),AR,AT&T,104987,188068,55.824
Comcast (Xfinity),AR,Cable One (Sparklight),26856,188068,14.28
Comcast (Xfinity),AR,First Electric Cooperative Corporation,21271,188068,11.31
Comcast (Xfinity),AR,Optimum (Altice USA),10643,188068,5.659
Comcast (Xfinity),AR,Brightspeed,9661,188068,5.137
Comcast (Xfinity),AR,Ritter,8362,188068,4.446
Comcast (Xfinity),AR,"Ripple Fiber, LLC",5776,188068,3.071
Comcast (Xfinity),AR,"WEHCO Video, Inc.",865,188068,0.46
Comcast (Xfinity),AR,"Enlightened by Woodruff Electric, LLC",96,188068,0.051
Comcast (Xfinity),AR,CG Computer Works LLC,33,188068,0.018
Comcast (Xfinity),AR,Windstream/Uniti (Kinetic),24,188068,0.013
Comcast (Xfinity),AR,Craighead Elecric Cooperative Corporation,10,188068,0.005
Comcast (Xfinity),AR,"CableSouth Media III, LLC",8,188068,0.004
Comcast (Xfinity),AR,Petit Jean Electric Cooperative Corp.,1,188068,0.001
Comcast (Xfinity),AZ,Lumen (Quantum Fiber / CenturyLink),10622,151530,7.01
Comcast (Xfinity),AZ,Wyyerd,5445,151530,3.593
Comcast (Xfinity),AZ,"Schurz Communications, Inc.",5107,151530,3.37
Comcast (Xfinity),AZ,Cox,3091,151530,2.04
Comcast (Xfinity),CA,AT&T,1230209,3549079,34.663
Comcast (Xfinity),CA,Sonic,377463,3549079,10.636
Comcast (Xfinity),CA,Astound Broadband,170763,3549079,4.811
Comcast (Xfinity),CA,Consolidated (Fidium),139983,3549079,3.944
Comcast (Xfinity),CA,Frontier,114474,3549079,3.225
Comcast (Xfinity),CA,"Race Telecommunications, Inc.",50946,3549079,1.435
Comcast (Xfinity),CA,Sebastian Enterprises,4464,3549079,0.126
Comcast (Xfinity),CA,UnWired Broadband Holding LLC,4096,3549079,0.115
Comcast (Xfinity),CA,Charter (Spectrum),2422,3549079,0.068
Comcast (Xfinity),CA,Optimum (Altice USA),1001,3549079,0.028
Comcast (Xfinity),CA,"Ponderosa Communications, Inc.",982,3549079,0.028
Comcast (Xfinity),CA,Sail Internet Holdings LLC,812,3549079,0.023
Comcast (Xfinity),CA,"Tekify, LLC",639,3549079,0.018
Comcast (Xfinity),CA,Surfnet Communications,339,3549079,0.01
Comcast (Xfinity),CA,Cruzio Internet,120,3549079,0.003
Comcast (Xfinity),CA,Happy Cycling LLC,98,3549079,0.003
Comcast (Xfinity),CA,Los Altos Hills Community Fiber,59,3549079,0.002
Comcast (Xfinity),CA,Cox,38,3549079,0.001
Comcast (Xfinity),CA,Nevada County Fiber Inc.,22,3549079,0.001
Comcast (Xfinity),CA,"Etheric Communications, LLC.",15,3549079,0.0
Comcast (Xfinity),CA,Volcano Communications Company,13,3549079,0.0
Comcast (Xfinity),CA,Inyo Networks Inc.,9,3549079,0.0
Comcast (Xfinity),CA,"CalNeva Broadband, LLC",4,3549079,0.0
Comcast (Xfinity),CA,Google Fiber,3,3549079,0.0
Comcast (Xfinity),CA,"Starry, Inc.",3,3549079,0.0
Comcast (Xfinity),CA,ICS Advanced Technologies,2,3549079,0.0
Comcast (Xfinity),CA,"yondoo Broadband, LLC",2,3549079,0.0
Comcast (Xfinity),CA,"Cal.net, Inc.",1,3549079,0.0
Comcast (Xfinity),CA,"Consolidated Smart Broadband Systems, LLC",1,3549079,0.0
Comcast (Xfinity),CA,Hunter Communications & Technologies LLC,1,3549079,0.0
Comcast (Xfinity),CA,Om Networks,1,3549079,0.0
Comcast (Xfinity),CO,Lumen (Quantum Fiber / CenturyLink),542247,1479527,36.65
Comcast (Xfinity),CO,"BIF IV Intrepid HoldCo, LLC",80239,1479527,5.423
Comcast (Xfinity),CO,Ting,58570,1479527,3.959
Comcast (Xfinity),CO,Allo Communications LLC,58002,1479527,3.92
Comcast (Xfinity),CO,BAM Broadband OpCo LLC,48633,1479527,3.287
Comcast (Xfinity),CO,"Underline El Paso, LLC",42267,1479527,2.857
Comcast (Xfinity),CO,City of Fort Collins,41678,1479527,2.817
Comcast (Xfinity),CO,Metronet (T-Mobile JV),39606,1479527,2.677
Comcast (Xfinity),CO,TDS Telecom,34085,1479527,2.304
Comcast (Xfinity),CO,"Falcon Broadband, Inc.",31957,1479527,2.16
Comcast (Xfinity),CO,City of Loveland,31645,1479527,2.139
Comcast (Xfinity),CO,City of Longmont,30516,1479527,2.063
Comcast (Xfinity),CO,"Conexon Connect, LLC",22647,1479527,1.531
Comcast (Xfinity),CO,Google Fiber,13696,1479527,0.926
Comcast (Xfinity),CO,Southeast Colorado Power Association,6609,1479527,0.447
Comcast (Xfinity),CO,"Ripple Fiber, LLC",6537,1479527,0.442
Comcast (Xfinity),CO,"ITC Broadband Operating, LLC",6125,1479527,0.414
Comcast (Xfinity),CO,"VFN Holdings, Inc.",5832,1479527,0.394
Comcast (Xfinity),CO,"Smiling J, LLC",4848,1479527,0.328
Comcast (Xfinity),CO,City of Glenwood Springs,3427,1479527,0.232
Comcast (Xfinity),CO,"LightGig Communications, LLC",2760,1479527,0.187
Comcast (Xfinity),CO,Luminate Fiber LLC,2377,1479527,0.161
Comcast (Xfinity),CO,"Force Broadband, LLC",1855,1479527,0.125
Comcast (Xfinity),CO,"Maverix Broadband, Inc.",1557,1479527,0.105
Comcast (Xfinity),CO,"Carbon Valley Internet, LLC",856,1479527,0.058
Comcast (Xfinity),CO,"Eastern Slope Rural Telephone Association, Inc.",560,1479527,0.038
Comcast (Xfinity),CO,Bijou Telephone Cooperative Association Inc.,509,1479527,0.034
Comcast (Xfinity),CO,"Visionary Communications, Inc.",303,1479527,0.02
Comcast (Xfinity),CO,Aerux LLP,238,1479527,0.016
Comcast (Xfinity),CO,"Starry, Inc.",71,1479527,0.005
Comcast (Xfinity),CO,Pathfinder LLC,57,1479527,0.004
Comcast (Xfinity),CO,"UBTA-UBET Communications, Inc.",33,1479527,0.002
Comcast (Xfinity),CO,Boston Omaha Corporation,28,1479527,0.002
Comcast (Xfinity),CO,"MiFiber Holding, LLC",8,1479527,0.001
Comcast (Xfinity),CO,Ayva Limited,3,1479527,0.0
Comcast (Xfinity),CO,"NE Colorado Cellular, Inc.",1,1479527,0.0
Comcast (Xfinity),CO,Nunn Telephone Company,1,1479527,0.0
Comcast (Xfinity),CT,Frontier,537938,687171,78.283
Comcast (Xfinity),CT,"Future Fiber FinCo, LLC",197036,687171,28.674
Comcast (Xfinity),CT,Optimum (Altice USA),92617,687171,13.478
Comcast (Xfinity),CT,Breezeline (Cogeco),65929,687171,9.594
Comcast (Xfinity),CT,Charter (Spectrum),1678,687171,0.244
Comcast (Xfinity),CT,Cox,926,687171,0.135
Comcast (Xfinity),CT,Metronet (T-Mobile JV),3,687171,0.0
Comcast (Xfinity),CT,Verizon (Fios),1,687171,0.0
Comcast (Xfinity),DC,Verizon (Fios),106392,122619,86.766
Comcast (Xfinity),DC,Astound Broadband,88707,122619,72.344
Comcast (Xfinity),DC,"Starry, Inc.",24,122619,0.02
Comcast (Xfinity),DC,"Believe Wireless, LLC",1,122619,0.001
Comcast (Xfinity),DE,Verizon (Fios),183847,323349,56.857
Comcast (Xfinity),DE,Mediacom,7593,323349,2.348
Comcast (Xfinity),DE,Breezeline (Cogeco),5779,323349,1.787
Comcast (Xfinity),DE,Shenandoah Telecommunications Company,5054,323349,1.563
Comcast (Xfinity),DE,Choptank Electric Cooperative,20,323349,0.006
Comcast (Xfinity),FL,AT&T,1524056,3778763,40.332
Comcast (Xfinity),FL,Lumen (Quantum Fiber / CenturyLink),296820,3778763,7.855
Comcast (Xfinity),FL,Charter (Spectrum),182590,3778763,4.832
Comcast (Xfinity),FL,Frontier,182228,3778763,4.822
Comcast (Xfinity),FL,"IQ Fiber Intermediate Holdings, LLC",105942,3778763,2.804
Comcast (Xfinity),FL,Hotwire,90240,3778763,2.388
Comcast (Xfinity),FL,Metronet (T-Mobile JV),64084,3778763,1.696
Comcast (Xfinity),FL,WOW!,59064,3778763,1.563
Comcast (Xfinity),FL,"TPC ACC Acquisition, LLC",49843,3778763,1.319
Comcast (Xfinity),FL,"Ripple Fiber, LLC",44728,3778763,1.184
Comcast (Xfinity),FL,Lumos (T-Mobile JV),39062,3778763,1.034
Comcast (Xfinity),FL,Breezeline (Cogeco),30355,3778763,0.803
Comcast (Xfinity),FL,"Orlando Telephone Company, Inc.",22217,3778763,0.588
Comcast (Xfinity),FL,Tillman Global Holdings,20036,3778763,0.53
Comcast (Xfinity),FL,Wire 3 Holdings,15502,3778763,0.41
Comcast (Xfinity),FL,"Delta Communications, LLC",9159,3778763,0.242
Comcast (Xfinity),FL,Windstream/Uniti (Kinetic),8615,3778763,0.228
Comcast (Xfinity),FL,"LiveOak Fiber, LLC",7903,3778763,0.209
Comcast (Xfinity),FL,"Conexon Connect, LLC",6720,3778763,0.178
Comcast (Xfinity),FL,Mediacom,6535,3778763,0.173
Comcast (Xfinity),FL,"Zito West Holding, LLC",6230,3778763,0.165
Comcast (Xfinity),FL,"Open Infra, Inc.",4407,3778763,0.117
Comcast (Xfinity),FL,"Pavlov Media, Inc.",3737,3778763,0.099
Comcast (Xfinity),FL,TDS Telecom,3716,3778763,0.098
Comcast (Xfinity),FL,"Florida WiFi, LLC",3409,3778763,0.09
Comcast (Xfinity),FL,Centric Infrastructure Group LLC,3178,3778763,0.084
Comcast (Xfinity),FL,Tel-Star Communications of Florida Inc.,3090,3778763,0.082
Comcast (Xfinity),FL,Court Square Capital Partners,2855,3778763,0.076
Comcast (Xfinity),FL,"Suwannee Valley Electric Cooperative, Inc.",2616,3778763,0.069
Comcast (Xfinity),FL,"Home Town Cable TV, LLC",2556,3778763,0.068
Comcast (Xfinity),FL,"Fiber by Central Florida, LLC",1826,3778763,0.048
Comcast (Xfinity),FL,Fort Pierce Utilities Authority,1305,3778763,0.035
Comcast (Xfinity),FL,"Townes Telecommunications, Inc.",767,3778763,0.02
Comcast (Xfinity),FL,Boston Omaha Corporation,524,3778763,0.014
Comcast (Xfinity),FL,Consolidated (Fidium),435,3778763,0.012
Comcast (Xfinity),FL,Cox,216,3778763,0.006
Comcast (Xfinity),FL,"Llancunet Solutions, LLC",161,3778763,0.004
Comcast (Xfinity),FL,"WiFast, LLC",147,3778763,0.004
Comcast (Xfinity),FL,Point Broadband,113,3778763,0.003
Comcast (Xfinity),FL,"Southeastern Services, Inc.",50,3778763,0.001
Comcast (Xfinity),FL,Us New Era Internet Corp.,42,3778763,0.001
Comcast (Xfinity),FL,"Myakka Communications, Inc.",39,3778763,0.001
Comcast (Xfinity),FL,Velofi LLC,19,3778763,0.001
Comcast (Xfinity),FL,"Consolidated Smart Broadband Systems, LLC",10,3778763,0.0
Comcast (Xfinity),FL,"SkyNet360, LLC",6,3778763,0.0
Comcast (Xfinity),FL,"East Creek Networks, LLC",5,3778763,0.0
Comcast (Xfinity),FL,"DSI Management Holdings, LLC",3,3778763,0.0
Comcast (Xfinity),FL,ORI.NET LLC,2,3778763,0.0
Comcast (Xfinity),FL,Oak Run Associates Ltd.,1,3778763,0.0
Comcast (Xfinity),FL,"Xiber, LLC",1,3778763,0.0
Comcast (Xfinity),GA,AT&T,1141226,2059108,55.423
Comcast (Xfinity),GA,WOW!,91569,2059108,4.447
Comcast (Xfinity),GA,"LiveOak Fiber, LLC",68404,2059108,3.322
Comcast (Xfinity),GA,Windstream/Uniti (Kinetic),60858,2059108,2.956
Comcast (Xfinity),GA,Charter (Spectrum),56628,2059108,2.75
Comcast (Xfinity),GA,"Delta Communications, LLC",47408,2059108,2.302
Comcast (Xfinity),GA,"GreyStone Connect, LLC",35330,2059108,1.716
Comcast (Xfinity),GA,Google Fiber,31715,2059108,1.54
Comcast (Xfinity),GA,"Conexon Connect, LLC",23485,2059108,1.141
Comcast (Xfinity),GA,Lumos (T-Mobile JV),23102,2059108,1.122
Comcast (Xfinity),GA,Point Broadband,22092,2059108,1.073
Comcast (Xfinity),GA,Brightspeed,14801,2059108,0.719
Comcast (Xfinity),GA,TDS Telecom,12217,2059108,0.593
Comcast (Xfinity),GA,"Planters Rural Telephone Cooperative, Inc.",9659,2059108,0.469
Comcast (Xfinity),GA,EPB,8705,2059108,0.423
Comcast (Xfinity),GA,"Lintel, Inc.",5554,2059108,0.27
Comcast (Xfinity),GA,"TruVista Communications, Inc.",5059,2059108,0.246
Comcast (Xfinity),GA,Fail Telecommunication Corporation,4776,2059108,0.232
Comcast (Xfinity),GA,"Darien Telephone Company, Inc.",4553,2059108,0.221
Comcast (Xfinity),GA,"City of Elberton, Georgia",4518,2059108,0.219
Comcast (Xfinity),GA,"Pineland Telephone Cooperative, Inc.",4468,2059108,0.217
Comcast (Xfinity),GA,"IQ Fiber Intermediate Holdings, LLC",4237,2059108,0.206
Comcast (Xfinity),GA,Cable One (Sparklight),3945,2059108,0.192
Comcast (Xfinity),GA,"Pembroke Telephone Company, Inc.",3940,2059108,0.191
Comcast (Xfinity),GA,"Strickland Communications, Inc.",3353,2059108,0.163
Comcast (Xfinity),GA,Ringgold Telephone Company,3046,2059108,0.148
Comcast (Xfinity),GA,"Dycom Holding, Inc.",2867,2059108,0.139
Comcast (Xfinity),GA,Coastal Electric Membership Corporation,2667,2059108,0.13
Comcast (Xfinity),GA,"West Carolina Rural Telephone Cooperative, Inc.",2612,2059108,0.127
Comcast (Xfinity),GA,"DoveTel Communications, LLC",2443,2059108,0.119
Comcast (Xfinity),GA,"Zoom Telcom, LLC",2409,2059108,0.117
Comcast (Xfinity),GA,"City of Griffin, Georgia",2292,2059108,0.111
Comcast (Xfinity),GA,Plant Telephone Company,1543,2059108,0.075
Comcast (Xfinity),GA,Ellijay Telephone Company,1506,2059108,0.073
Comcast (Xfinity),GA,Altamaha Electric Corporation,1497,2059108,0.073
Comcast (Xfinity),GA,Seimitsu Corporation,1260,2059108,0.061
Comcast (Xfinity),GA,"ACU Global, LLC",1186,2059108,0.058
Comcast (Xfinity),GA,Hotwire,907,2059108,0.044
Comcast (Xfinity),GA,Glenwood Telephone Company,735,2059108,0.036
Comcast (Xfinity),GA,Vyve Broadband,716,2059108,0.035
Comcast (Xfinity),GA,"Alma Telecom, Inc.",191,2059108,0.009
Comcast (Xfinity),GA,Habersham Electric Membership Corporation,169,2059108,0.008
Comcast (Xfinity),GA,Velofi LLC,134,2059108,0.007
Comcast (Xfinity),GA,Boston Omaha Corporation,26,2059108,0.001
Comcast (Xfinity),GA,"Zito West Holding, LLC",11,2059108,0.001
Comcast (Xfinity),GA,Cox,8,2059108,0.0
Comcast (Xfinity),GA,"Diverse Power, Inc.",5,2059108,0.0
Comcast (Xfinity),GA,"Bulloch County Rural Telephone Cooperative, Inc.",3,2059108,0.0
Comcast (Xfinity),GA,EATEL Corp.,2,2059108,0.0
Comcast (Xfinity),GA,Blue Ridge Communications,1,2059108,0.0
Comcast (Xfinity),GA,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",1,2059108,0.0
Comcast (Xfinity),GA,Mediacom,1,2059108,0.0
Comcast (Xfinity),GA,"Progressive Rural Telephone Co-Op., Inc.",1,2059108,0.0
Comcast (Xfinity),GA,Trenton Telephone Co.,1,2059108,0.0
Comcast (Xfinity),ID,Direct Management Company,1061,2364,44.882
Comcast (Xfinity),IL,AT&T,608822,2816572,21.616
Comcast (Xfinity),IL,Astound Broadband,556925,2816572,19.773
Comcast (Xfinity),IL,"WH i3B Bidco LLC/WH i3B Topco, LLC",185369,2816572,6.581
Comcast (Xfinity),IL,Metronet (T-Mobile JV),184093,2816572,6.536
Comcast (Xfinity),IL,Frontier,70080,2816572,2.488
Comcast (Xfinity),IL,Surf Internet,36191,2816572,1.285
Comcast (Xfinity),IL,"Pavlov Media, Inc.",34498,2816572,1.225
Comcast (Xfinity),IL,"MCC Network Services, LLC",20475,2816572,0.727
Comcast (Xfinity),IL,Adams Telephone Co-Operative,18882,2816572,0.67
Comcast (Xfinity),IL,Brightspeed,18256,2816572,0.648
Comcast (Xfinity),IL,Lumos (T-Mobile JV),9974,2816572,0.354
Comcast (Xfinity),IL,Mid Century Telephone Co-operative,7681,2816572,0.273
Comcast (Xfinity),IL,MTCO Corporation,6101,2816572,0.217
Comcast (Xfinity),IL,Mediacom,5050,2816572,0.179
Comcast (Xfinity),IL,Kraus Electronics Systems Inc.,3875,2816572,0.138
Comcast (Xfinity),IL,McDonough Telephone Cooperative Inc.,3183,2816572,0.113
Comcast (Xfinity),IL,"Geneseo Communications, Inc.",3173,2816572,0.113
Comcast (Xfinity),IL,"Computer Techniques, Inc.",2768,2816572,0.098
Comcast (Xfinity),IL,"Cambridge TelCom, Inc.",2652,2816572,0.094
Comcast (Xfinity),IL,"JAB Wireless, Inc.",2312,2816572,0.082
Comcast (Xfinity),IL,Quad State Internet LLC,2046,2816572,0.073
Comcast (Xfinity),IL,Logonix Corporation,1932,2816572,0.069
Comcast (Xfinity),IL,"Ripple Fiber, LLC",1730,2816572,0.061
Comcast (Xfinity),IL,"Gargoyle Technologies, Inc.",1354,2816572,0.048
Comcast (Xfinity),IL,Digital Network Access Communications Inc.,1225,2816572,0.043
Comcast (Xfinity),IL,AIRCELL Inc.,1022,2816572,0.036
Comcast (Xfinity),IL,American Heartland Fiber Networks LLC,847,2816572,0.03
Comcast (Xfinity),IL,"LaHarpe Telephone Company, Inc. (IL)",654,2816572,0.023
Comcast (Xfinity),IL,"Ezee Fiber Texas, LLC",525,2816572,0.019
Comcast (Xfinity),IL,"Delta Communications, LLC",377,2816572,0.013
Comcast (Xfinity),IL,Charter (Spectrum),352,2816572,0.012
Comcast (Xfinity),IL,Cable One (Sparklight),278,2816572,0.01
Comcast (Xfinity),IL,"Cass Communications Management, Inc.",223,2816572,0.008
Comcast (Xfinity),IL,Silo Communications,208,2816572,0.007
Comcast (Xfinity),IL,ZMP Holding Company,50,2816572,0.002
Comcast (Xfinity),IL,"Tel-Star Cablevision, Inc.",17,2816572,0.001
Comcast (Xfinity),IL,Jo-Carroll Electric Cooperative Inc.,8,2816572,0.0
Comcast (Xfinity),IL,ICS Advanced Technologies,4,2816572,0.0
Comcast (Xfinity),IL,"Royell Communications, Inc.",2,2816572,0.0
Comcast (Xfinity),IL,"Schwartz Ventures, Inc.",1,2816572,0.0
Comcast (Xfinity),IN,AT&T,346977,1510015,22.978
Comcast (Xfinity),IN,Metronet (T-Mobile JV),278724,1510015,18.458
Comcast (Xfinity),IN,Frontier,272382,1510015,18.038
Comcast (Xfinity),IN,Surf Internet,88905,1510015,5.888
Comcast (Xfinity),IN,Charter (Spectrum),36143,1510015,2.394
Comcast (Xfinity),IN,"IsoFusion, Inc.",34529,1510015,2.287
Comcast (Xfinity),IN,Brightspeed,33134,1510015,2.194
Comcast (Xfinity),IN,Hancock Rural Telephone Corporation,15674,1510015,1.038
Comcast (Xfinity),IN,"Smithville Holding Company, Inc.",15615,1510015,1.034
Comcast (Xfinity),IN,"New Paris Telephone Company, Inc.",15027,1510015,0.995
Comcast (Xfinity),IN,Johnson County Rural Electric Membership Cooperative,11093,1510015,0.735
Comcast (Xfinity),IN,South Central Indiana Rural Electric Membership Corporation,8838,1510015,0.585
Comcast (Xfinity),IN,NITCO Holding Corporation,6985,1510015,0.463
Comcast (Xfinity),IN,"Great Plains Communications, Inc.",6729,1510015,0.446
Comcast (Xfinity),IN,Tipmont Rural Electric Membership Corporation,6610,1510015,0.438
Comcast (Xfinity),IN,altafiber (Cincinnati Bell),6580,1510015,0.436
Comcast (Xfinity),IN,Southeastern Indiana Rural Electric Membership Corporation,6406,1510015,0.424
Comcast (Xfinity),IN,"Rochester Telephone Company, Inc.",5963,1510015,0.395
Comcast (Xfinity),IN,Wintek Corporation,5916,1510015,0.392
Comcast (Xfinity),IN,"Clay County Rural Telephone Cooperative, Inc.",5856,1510015,0.388
Comcast (Xfinity),IN,"New Lisbon Telephone Company, Inc.",5764,1510015,0.382
Comcast (Xfinity),IN,Kosciusko Rural Electric Membership Cooperative ,5400,1510015,0.358
Comcast (Xfinity),IN,"Pulaski White Rural Telephone Cooperative, Inc.",5031,1510015,0.333
Comcast (Xfinity),IN,Mediacom,4104,1510015,0.272
Comcast (Xfinity),IN,"Perry-Spencer Rural Telephone Cooperative, Inc.",3921,1510015,0.26
Comcast (Xfinity),IN,TDS Telecom,3904,1510015,0.259
Comcast (Xfinity),IN,Jackson County Rural Electric Membership Corporation,3845,1510015,0.255
Comcast (Xfinity),IN,"Joink, LLC",3653,1510015,0.242
Comcast (Xfinity),IN,Cable One (Sparklight),3523,1510015,0.233
Comcast (Xfinity),IN,BerryComm LLC,3449,1510015,0.228
Comcast (Xfinity),IN,Benton Ridge Telephone Company,3390,1510015,0.225
Comcast (Xfinity),IN,"PCC Holdings, Inc.",3008,1510015,0.199
Comcast (Xfinity),IN,Fiberhawk,2312,1510015,0.153
Comcast (Xfinity),IN,Monon Telephone Company Inc.,1939,1510015,0.128
Comcast (Xfinity),IN,Mulberry Cooperative Telephone Co. Inc.,1816,1510015,0.12
Comcast (Xfinity),IN,"Acme Communications, Inc.",1792,1510015,0.119
Comcast (Xfinity),IN,Southeastern Indiana Rural Telephone Cooperative,1670,1510015,0.111
Comcast (Xfinity),IN,Lakeland Internet,1193,1510015,0.079
Comcast (Xfinity),IN,"Precision Data Solutions, LLC",994,1510015,0.066
Comcast (Xfinity),IN,"Mainstream Fiber Networks, LLC",879,1510015,0.058
Comcast (Xfinity),IN,Yeoman Telephone Company,575,1510015,0.038
Comcast (Xfinity),IN,Jasper County Rural Electric Membership Corporation,481,1510015,0.032
Comcast (Xfinity),IN,Geetingsville Telephone Company Inc.,351,1510015,0.023
Comcast (Xfinity),IN,"Mercury Broadband, LLC",307,1510015,0.02
Comcast (Xfinity),IN,Midwest Energy Cooperative,243,1510015,0.016
Comcast (Xfinity),IN,"On-Ramp Indiana, Inc.",223,1510015,0.015
Comcast (Xfinity),IN,"Airwave Networks, LLC",128,1510015,0.008
Comcast (Xfinity),IN,Astound Broadband,125,1510015,0.008
Comcast (Xfinity),IN,LaGrange County Rural Membership Corporation,79,1510015,0.005
Comcast (Xfinity),IN,"Eastern Indiana WIFI, Inc.",77,1510015,0.005
Comcast (Xfinity),IN,Haywire,47,1510015,0.003
Comcast (Xfinity),IN,"Ligonier Telephone Co., Inc.",6,1510015,0.0
Comcast (Xfinity),IN,City of Auburn,1,1510015,0.0
Comcast (Xfinity),IN,Orange County REMC,1,1510015,0.0
Comcast (Xfinity),KS,"Everfast Fiber Networks, LLC",41951,52983,79.178
Comcast (Xfinity),KS,Google Fiber,40780,52983,76.968
Comcast (Xfinity),KS,AT&T,19499,52983,36.802
Comcast (Xfinity),KS,Optimum (Altice USA),5139,52983,9.699
Comcast (Xfinity),KS,"Delta Communications, LLC",3348,52983,6.319
Comcast (Xfinity),KS,JMZ Corporation,2418,52983,4.564
Comcast (Xfinity),KS,Brightspeed,1635,52983,3.086
Comcast (Xfinity),KS,Charter (Spectrum),1416,52983,2.673
Comcast (Xfinity),KS,"Townes Telecommunications, Inc.",110,52983,0.208
Comcast (Xfinity),KY,Brandenburg Communications Corp.,22334,87338,25.572
Comcast (Xfinity),KY,Windstream/Uniti (Kinetic),21347,87338,24.442
Comcast (Xfinity),KY,Ritter,9556,87338,10.941
Comcast (Xfinity),KY,Franklin Electric Plant Board,4629,87338,5.3
Comcast (Xfinity),KY,South Central Rural Telecommunications Cooperative Inc.,3749,87338,4.293
Comcast (Xfinity),KY,"Ballard Rural Telephone Cooperative Corporation, Inc.",1689,87338,1.934
Comcast (Xfinity),KY,"Electric Plant Board of the City of Paducah, Kentucky",1561,87338,1.787
Comcast (Xfinity),KY,Duo County Telephone Cooperative Inc.,1448,87338,1.658
Comcast (Xfinity),KY,AT&T,1311,87338,1.501
Comcast (Xfinity),KY,"North Central Telephone Cooperative, Inc.",807,87338,0.924
Comcast (Xfinity),KY,Charter (Spectrum),750,87338,0.859
Comcast (Xfinity),KY,"Conexon Connect, LLC",464,87338,0.531
Comcast (Xfinity),KY,Quad State Internet LLC,296,87338,0.339
Comcast (Xfinity),KY,West Kentucky Rural Telephone Cooperative Corp. Inc.,204,87338,0.234
Comcast (Xfinity),KY,"Electric Plant Board of the City of Hopkinsville, Kentucky",179,87338,0.205
Comcast (Xfinity),KY,Mediacom,43,87338,0.049
Comcast (Xfinity),KY,"Electric Plant Board of the City of Glasgow, KY",4,87338,0.005
Comcast (Xfinity),KY,"Logan Telephone Cooperative, Inc.",1,87338,0.001
Comcast (Xfinity),KY,"Zito West Holding, LLC",1,87338,0.001
Comcast (Xfinity),LA,AT&T,104457,208490,50.102
Comcast (Xfinity),LA,"Reserve Holdings, Inc.",16551,208490,7.939
Comcast (Xfinity),LA,Optimum (Altice USA),11962,208490,5.737
Comcast (Xfinity),LA,Cable One (Sparklight),8507,208490,4.08
Comcast (Xfinity),LA,EATEL Corp.,1379,208490,0.661
Comcast (Xfinity),LA,Charter (Spectrum),1303,208490,0.625
Comcast (Xfinity),LA,Brightspeed,332,208490,0.159
Comcast (Xfinity),LA,ClearPath Fiber LLC,53,208490,0.025
Comcast (Xfinity),LA,"Conexon Connect, LLC",24,208490,0.012
Comcast (Xfinity),LA,Cox,15,208490,0.007
Comcast (Xfinity),LA,SkyRider Communications LLC,5,208490,0.002
Comcast (Xfinity),LA,Bayou Cable Inc.,2,208490,0.001
Comcast (Xfinity),LA,"Eastex Telephone Cooperative, Inc.",1,208490,0.0
Comcast (Xfinity),MA,Verizon (Fios),878722,1627920,53.978
Comcast (Xfinity),MA,Astound Broadband,246303,1627920,15.13
Comcast (Xfinity),MA,Westfield Gas & Electric,14948,1627920,0.918
Comcast (Xfinity),MA,"Future Fiber FinCo, LLC",12962,1627920,0.796
Comcast (Xfinity),MA,Gateway Fiber Holdings LLC,6322,1627920,0.388
Comcast (Xfinity),MA,Norwood Light Department Broadband Division,6235,1627920,0.383
Comcast (Xfinity),MA,South Hadley Electric Light Department,5938,1627920,0.365
Comcast (Xfinity),MA,"Town of Concord, Massachusetts",4544,1627920,0.279
Comcast (Xfinity),MA,Breezeline (Cogeco),3401,1627920,0.209
Comcast (Xfinity),MA,Charter (Spectrum),3320,1627920,0.204
Comcast (Xfinity),MA,"City of Taunton, Massachusetts",855,1627920,0.053
